"","Sequence_ID","Cluster"
"65467","KY555144_0A_Fwd_59398","9071"
"65468","KY555145_0A_Fwd_64479","9071"
"65469","KY555146_0A_Fwd_60116","9071"
"65470","KY555147_0A_Fwd_60557","9071"
"65471","PQ287319_0A_Fwd_60109","9071"
"65472","JX100809_0A_Fwd_105491","9072"
"65473","JX100811_0A_Fwd_106724","9072"
"65474","JX100812_0A_Fwd_104924","9072"
"65475","KY555144_0A_Fwd_105914","9072"
"65476","JX100809_0A_Fwd_160421","9073"
"65477","JX100812_0A_Fwd_159104","9073"
"65478","JX100813_0A_Fwd_156856","9073"
"65479","KY555142_0A_Fwd_159818","9073"
"65480","KY555143_0A_Fwd_160293","9073"
"65481","KY555145_0A_Fwd_165959","9073"
"65482","KY555146_0A_Fwd_156900","9073"
"65483","KY555147_0A_Fwd_157340","9073"
"65484","PQ287319_0A_Fwd_156886","9073"
"65485","JX100809_0A_Rev_201945","9074"
"65486","JX100813_0A_Rev_198186","9074"
"65487","KY555142_0A_Rev_201395","9074"
"65488","KY555143_0A_Rev_201870","9074"
"65489","KY555145_0A_Rev_208723","9074"
"65490","KY555146_0A_Rev_198230","9074"
"65491","KY555147_0A_Rev_198670","9074"
"65492","PQ287319_0A_Rev_198746","9074"
"65493","JX100809_0A_Fwd_102179","9075"
"65494","JX100811_0A_Fwd_103456","9075"
"65495","JX100812_0A_Fwd_101612","9075"
"65496","JX100813_0A_Fwd_102888","9075"
"65497","KY555142_0A_Fwd_102285","9075"
"65498","KY555143_0A_Fwd_102760","9075"
"65499","KY555144_0A_Fwd_102646","9075"
"65500","KY555145_0A_Fwd_107293","9075"
"65501","KY555146_0A_Fwd_102932","9075"
"65502","KY555147_0A_Fwd_103372","9075"
"65503","PQ287319_0A_Fwd_102924","9075"
"65504","PQ287320_0A_Fwd_104939","9075"
"65505","JX100809_0A_Fwd_33907","9076"
"65506","JX100811_0A_Fwd_34754","9076"
"65507","JX100812_0A_Fwd_33942","9076"
"65508","KY555142_0A_Fwd_34678","9076"
"65509","KY555143_0A_Fwd_35153","9076"
"65510","KY555145_0A_Fwd_37320","9076"
"65511","JX100810_0A_Fwd_272853","9077"
"65512","JX100810_0A_Fwd_141859","9078"
"65513","JX100810_0A_Rev_33569","9079"
"65514","JX100810_0A_Fwd_179857","9080"
"65515","JX100810_0A_Rev_258043","9081"
"65516","JX100810_0A_Rev_183584","9082"
"65517","JX100810_0A_Fwd_172451","9083"
"65518","MH588545_0A_Fwd_180944","9083"
"65519","JX100810_0A_Rev_122311","9084"
"65520","MH588545_0A_Rev_129875","9084"
"65521","JX100810_0A_Fwd_131062","9085"
"65522","JX100810_0A_Rev_194541","9086"
"65523","JX100810_0A_Fwd_188011","9087"
"65524","JX100810_0A_Fwd_67261","9088"
"65525","JX100810_0A_Rev_40","9089"
"65526","MH588545_0A_Rev_100","9089"
"65527","MH588545_0A_Rev_289834","9089"
"65528","JX100810_0A_Rev_261942","9090"
"65529","JX100810_0A_Rev_254663","9091"
"65530","JX100810_0A_Rev_253230","9092"
"65531","JX100810_0A_Rev_15141","9093"
"65532","JX100810_0A_Fwd_260460","9094"
"65533","JX100810_0A_Fwd_256266","9095"
"65534","JX100810_0A_Fwd_88543","9096"
"65535","JX100810_0A_Rev_23819","9097"
"65536","JX100810_0A_Rev_237527","9098"
"65537","JX100810_0A_Rev_238686","9099"
"65538","JX100810_0A_Fwd_138222","9100"
"65539","JX100810_0A_Fwd_33526","9101"
"65540","MH588545_0A_Fwd_35578","9101"
"65541","JX100810_0A_Fwd_66801","9102"
"65542","MH588545_0A_Fwd_74406","9102"
"65543","JX100810_0A_Rev_177659","9103"
"65544","JX100810_0A_Fwd_235240","9104"
"65545","JX100810_0A_Fwd_195531","9105"
"65546","JX100810_0A_Fwd_142003","9106"
"65547","JX100810_0A_Fwd_28312","9107"
"65548","JX100810_0A_Fwd_16473","9108"
"65549","JX100810_0A_Fwd_139029","9109"
"65550","JX100810_0A_Rev_153989","9110"
"65551","JX100810_0A_Fwd_20930","9111"
"65552","JX100810_0A_Rev_169747","9112"
"65553","JX100810_0A_Fwd_238640","9113"
"65554","JX100810_0A_Fwd_76223","9114"
"65555","JX100810_0A_Fwd_104356","9115"
"65556","JX100810_0A_Fwd_40288","9116"
"65557","MH588545_0A_Fwd_42479","9116"
"65558","JX100810_0A_Rev_173807","9117"
"65559","JX100810_0A_Rev_51441","9118"
"65560","JX100810_0A_Fwd_32904","9119"
"65561","JX100810_0A_Fwd_110652","9120"
"65562","JX100810_0A_Fwd_123731","9121"
"65563","MH588545_0A_Fwd_131298","9121"
"65564","JX100810_0A_Rev_171447","9122"
"65565","JX100810_0A_Fwd_126225","9123"
"65566","JX100810_0A_Fwd_81855","9124"
"65567","JX100810_0A_Fwd_248713","9125"
"65568","JX100810_0A_Rev_34499","9126"
"65569","JX100810_0A_Rev_115633","9127"
"65570","JX100810_0A_Fwd_124022","9128"
"65571","JX100810_0A_Rev_36745","9129"
"65572","JX100810_0A_Fwd_120496","9130"
"65573","JX100810_0A_Fwd_112730","9131"
"65574","JX100810_0A_Fwd_24144","9132"
"65575","JX100810_0A_Fwd_71101","9133"
"65576","JX100810_0A_Rev_97795","9134"
"65577","JX100810_0A_Fwd_194467","9135"
"65578","JX100810_0A_Fwd_192495","9136"
"65579","JX100810_0A_Fwd_174334","9137"
"65580","MH588545_0A_Fwd_182826","9137"
"65581","JX100810_0A_Rev_71998","9138"
"65582","MH588545_0A_Rev_79599","9138"
"65583","JX100810_0A_Rev_84810","9139"
"65584","JX100810_0A_Fwd_247409","9140"
"65585","JX100810_0A_Rev_71204","9141"
"65586","JX100810_0A_Fwd_43888","9142"
"65587","JX100810_0A_Fwd_60542","9143"
"65588","JX100811_0A_Rev_188520","9144"
"65589","JX100811_0A_Rev_192215","9145"
"65590","JX100812_0A_Rev_189255","9145"
"65591","JX100811_0A_Fwd_123942","9146"
"65592","KY555142_0A_Fwd_122748","9146"
"65593","KY555143_0A_Fwd_123223","9146"
"65594","KY555144_0A_Fwd_123115","9146"
"65595","KY555145_0A_Fwd_127756","9146"
"65596","JX100811_0A_Fwd_35630","9147"
"65597","JX100811_0A_Rev_75145","9148"
"65598","JX100811_0A_Rev_13188","9149"
"65599","JX100811_0A_Rev_85600","9150"
"65600","JX100811_0A_Fwd_186110","9151"
"65601","KY555144_0A_Fwd_183587","9151"
"65602","JX100811_0A_Fwd_52727","9152"
"65603","JX100811_0A_Fwd_32320","9153"
"65604","JX100812_0A_Fwd_31508","9153"
"65605","KY555142_0A_Fwd_32241","9153"
"65606","KY555143_0A_Fwd_32716","9153"
"65607","KY555145_0A_Fwd_34883","9153"
"65608","JX100811_0A_Rev_179309","9154"
"65609","JX100812_0A_Rev_176489","9154"
"65610","JX100813_0A_Rev_174075","9154"
"65611","KY555144_0A_Rev_176811","9154"
"65612","KY555146_0A_Rev_174119","9154"
"65613","KY555147_0A_Rev_174559","9154"
"65614","PQ287319_0A_Rev_174105","9154"
"65615","JX100811_0A_Fwd_182672","9155"
"65616","JX100811_0A_Rev_23066","9156"
"65617","JX100812_0A_Rev_21811","9156"
"65618","JX100813_0A_Rev_22924","9156"
"65619","KY555142_0A_Rev_22972","9156"
"65620","KY555143_0A_Rev_23447","9156"
"65621","KY555144_0A_Rev_22841","9156"
"65622","KY555145_0A_Rev_25614","9156"
"65623","KY555146_0A_Rev_22968","9156"
"65624","KY555147_0A_Rev_22967","9156"
"65625","PQ287319_0A_Rev_22966","9156"
"65626","JX100811_0A_Rev_103787","9157"
"65627","JX100812_0A_Rev_101943","9157"
"65628","KY555144_0A_Rev_102977","9157"
"65629","JX100811_0A_Fwd_103776","9158"
"65630","JX100812_0A_Fwd_101932","9158"
"65631","KY555144_0A_Fwd_102966","9158"
"65632","JX100811_0A_Rev_66410","9159"
"65633","JX100812_0A_Rev_65001","9159"
"65634","JX100813_0A_Rev_66280","9159"
"65635","KY555142_0A_Rev_65670","9159"
"65636","KY555143_0A_Rev_66145","9159"
"65637","KY555144_0A_Rev_65597","9159"
"65638","KY555145_0A_Rev_70678","9159"
"65639","KY555146_0A_Rev_66324","9159"
"65640","KY555147_0A_Rev_66765","9159"
"65641","PQ287319_0A_Rev_66316","9159"
"65642","JX100811_0A_Fwd_146446","9160"
"65643","KY555144_0A_Fwd_145623","9160"
"65644","JX100811_0A_Rev_180120","9161"
"65645","JX100811_0A_Fwd_161662","9162"
"65646","JX100812_0A_Fwd_51319","9163"
"65647","JX100812_0A_Fwd_99197","9164"
"65648","JX100812_0A_Fwd_107025","9165"
"65649","KY555142_0A_Fwd_107652","9165"
"65650","KY555143_0A_Fwd_108127","9165"
"65651","KY555145_0A_Fwd_112660","9165"
"65652","JX100812_0A_Rev_185676","9166"
"65653","PQ287320_0A_Rev_189032","9166"
"65654","JX100812_0A_Rev_197274","9167"
"65655","JX100812_0A_Rev_177300","9168"
"65656","JX100813_0A_Rev_174886","9168"
"65657","KY555146_0A_Rev_174930","9168"
"65658","KY555147_0A_Rev_175370","9168"
"65659","PQ287319_0A_Rev_174916","9168"
"65660","JX100813_0A_Fwd_34633","9169"
"65661","KY555144_0A_Fwd_34551","9169"
"65662","KY555146_0A_Fwd_34677","9169"
"65663","KY555147_0A_Fwd_34676","9169"
"65664","PQ287319_0A_Fwd_34673","9169"
"65665","JX100813_0A_Rev_88637","9170"
"65666","KY555146_0A_Rev_88681","9170"
"65667","KY555147_0A_Rev_89121","9170"
"65668","PQ287319_0A_Rev_88673","9170"
"65669","JX100813_0A_Rev_32836","9171"
"65670","KY555144_0A_Rev_32754","9171"
"65671","KY555146_0A_Rev_32880","9171"
"65672","KY555147_0A_Rev_32879","9171"
"65673","PQ287319_0A_Rev_32876","9171"
"65674","JX100813_0A_Fwd_25732","9172"
"65675","KY555142_0A_Fwd_25780","9172"
"65676","KY555143_0A_Fwd_26255","9172"
"65677","KY555144_0A_Fwd_25647","9172"
"65678","KY555145_0A_Fwd_28422","9172"
"65679","KY555146_0A_Fwd_25776","9172"
"65680","KY555147_0A_Fwd_25775","9172"
"65681","PQ287319_0A_Fwd_25772","9172"
"65682","JX100813_0A_Fwd_76183","9173"
"65683","KY555146_0A_Fwd_76227","9173"
"65684","KY555147_0A_Fwd_76667","9173"
"65685","PQ287319_0A_Fwd_76219","9173"
"65686","JX100813_0A_Fwd_35509","9174"
"65687","KY555144_0A_Fwd_35427","9174"
"65688","KY555146_0A_Fwd_35553","9174"
"65689","KY555147_0A_Fwd_35552","9174"
"65690","PQ287319_0A_Fwd_35549","9174"
"65691","JX100813_0A_Fwd_32196","9175"
"65692","KY555144_0A_Fwd_32114","9175"
"65693","KY555146_0A_Fwd_32240","9175"
"65694","KY555147_0A_Fwd_32239","9175"
"65695","PQ287319_0A_Fwd_32236","9175"
"65696","JX100813_0A_Rev_34764","9176"
"65697","KY555144_0A_Rev_34682","9176"
"65698","KY555146_0A_Rev_34808","9176"
"65699","KY555147_0A_Rev_34807","9176"
"65700","PQ287319_0A_Rev_34804","9176"
"65701","JX100813_0A_Rev_27709","9177"
"65702","KY555142_0A_Rev_27757","9177"
"65703","KY555143_0A_Rev_28232","9177"
"65704","KY555145_0A_Rev_30399","9177"
"65705","KY555146_0A_Rev_27753","9177"
"65706","KY555147_0A_Rev_27752","9177"
"65707","PQ287319_0A_Rev_27749","9177"
"65708","JX100813_0A_Fwd_100471","9178"
"65709","KY555142_0A_Fwd_99869","9178"
"65710","KY555143_0A_Fwd_100344","9178"
"65711","KY555145_0A_Fwd_104877","9178"
"65712","KY555146_0A_Fwd_100515","9178"
"65713","KY555147_0A_Fwd_100955","9178"
"65714","PQ287319_0A_Fwd_100507","9178"
"65715","JX100813_0A_Fwd_180667","9179"
"65716","KY555142_0A_Fwd_183233","9179"
"65717","KY555143_0A_Fwd_183708","9179"
"65718","KY555145_0A_Fwd_190561","9179"
"65719","KY555146_0A_Fwd_180711","9179"
"65720","KY555147_0A_Fwd_181151","9179"
"65721","PQ287319_0A_Fwd_180696","9179"
"65722","JX100813_0A_Rev_3116","9180"
"65723","JX100813_0A_Rev_208539","9180"
"65724","KY555143_0A_Rev_212230","9180"
"65725","KY555143_0A_Rev_3056","9180"
"65726","KY555146_0A_Rev_208627","9180"
"65727","KY555146_0A_Rev_3160","9180"
"65728","KY555147_0A_Rev_3160","9180"
"65729","KY555147_0A_Rev_209067","9180"
"65730","PQ287319_0A_Rev_3160","9180"
"65731","PQ287319_0A_Rev_209142","9180"
"65732","JX100813_0A_Fwd_49299","9181"
"65733","KY555146_0A_Fwd_49343","9181"
"65734","KY555147_0A_Fwd_49783","9181"
"65735","PQ287319_0A_Fwd_49337","9181"
"65736","JX100813_0A_Rev_123891","9182"
"65737","KY555146_0A_Rev_123935","9182"
"65738","KY555147_0A_Rev_124375","9182"
"65739","PQ287319_0A_Rev_123926","9182"
"65740","JX100813_0A_Rev_74586","9183"
"65741","KY555146_0A_Rev_74630","9183"
"65742","KY555147_0A_Rev_75070","9183"
"65743","PQ287319_0A_Rev_74622","9183"
"65744","JX100813_0A_Fwd_93531","9184"
"65745","KY555146_0A_Fwd_93575","9184"
"65746","KY555147_0A_Fwd_94015","9184"
"65747","PQ287319_0A_Fwd_93567","9184"
"65748","JX100813_0A_Rev_103219","9185"
"65749","KY555146_0A_Rev_103263","9185"
"65750","KY555147_0A_Rev_103703","9185"
"65751","PQ287319_0A_Rev_103255","9185"
"65752","JX100813_0A_Fwd_112588","9186"
"65753","KY555142_0A_Fwd_111977","9186"
"65754","KY555143_0A_Fwd_112452","9186"
"65755","KY555144_0A_Fwd_112341","9186"
"65756","KY555145_0A_Fwd_116985","9186"
"65757","KY555146_0A_Fwd_112632","9186"
"65758","KY555147_0A_Fwd_113072","9186"
"65759","PQ287319_0A_Fwd_112623","9186"
"65760","JX100813_0A_Fwd_131620","9187"
"65761","KY555142_0A_Fwd_130985","9187"
"65762","KY555143_0A_Fwd_131460","9187"
"65763","KY555145_0A_Fwd_135961","9187"
"65764","KY555146_0A_Fwd_131664","9187"
"65765","KY555147_0A_Fwd_132104","9187"
"65766","PQ287319_0A_Fwd_131654","9187"
"65767","JX100813_0A_Rev_175155","9188"
"65768","KY555144_0A_Rev_177891","9188"
"65769","KY555146_0A_Rev_175199","9188"
"65770","KY555147_0A_Rev_175639","9188"
"65771","PQ287319_0A_Rev_175185","9188"
"65772","JX100813_0A_Rev_166580","9189"
"65773","KY555142_0A_Rev_169277","9189"
"65774","KY555143_0A_Rev_169752","9189"
"65775","KY555145_0A_Rev_176605","9189"
"65776","KY555146_0A_Rev_166624","9189"
"65777","KY555147_0A_Rev_167064","9189"
"65778","PQ287319_0A_Rev_166610","9189"
"65779","JX100813_0A_Fwd_106150","9190"
"65780","KY555142_0A_Fwd_105551","9190"
"65781","KY555143_0A_Fwd_106026","9190"
"65782","KY555145_0A_Fwd_110559","9190"
"65783","KY555146_0A_Fwd_106194","9190"
"65784","KY555147_0A_Fwd_106634","9190"
"65785","PQ287319_0A_Fwd_106185","9190"
"65786","JX100813_0A_Fwd_108263","9191"
"65787","KY555146_0A_Fwd_108307","9191"
"65788","KY555147_0A_Fwd_108747","9191"
"65789","PQ287319_0A_Fwd_108298","9191"
"65790","JX100813_0A_Rev_186568","9192"
"65791","KY555142_0A_Rev_189404","9192"
"65792","KY555143_0A_Rev_189879","9192"
"65793","KY555144_0A_Rev_189603","9192"
"65794","KY555145_0A_Rev_196732","9192"
"65795","KY555146_0A_Rev_186612","9192"
"65796","KY555147_0A_Rev_187052","9192"
"65797","PQ287319_0A_Rev_186597","9192"
"65798","JX100814_0A_Rev_180115","9193"
"65799","JX100814_0A_Rev_119285","9194"
"65800","MH588544_0A_Rev_118210","9194"
"65801","JX100814_0A_Rev_163316","9195"
"65802","JX100814_0A_Fwd_117636","9196"
"65803","JX100814_0A_Fwd_108121","9197"
"65804","MH588544_0A_Fwd_106917","9197"
"65805","JX100814_0A_Rev_168323","9198"
"65806","JX100814_0A_Rev_24739","9199"
"65807","JX100814_0A_Rev_193498","9200"
"65808","JX100814_0A_Rev_152706","9201"
"65809","JX100814_0A_Rev_168184","9202"
"65810","JX100814_0A_Rev_35330","9203"
"65811","MH588544_0A_Rev_34193","9203"
"65812","JX100814_0A_Rev_56677","9204"
"65813","JX100814_0A_Fwd_112685","9205"
"65814","MH588544_0A_Fwd_111650","9205"
"65815","JX100814_0A_Rev_186514","9206"
"65816","MH588544_0A_Rev_185694","9206"
"65817","JX100814_0A_Fwd_107803","9207"
"65818","JX100814_0A_Rev_121532","9208"
"65819","JX100814_0A_Rev_23292","9209"
"65820","JX100814_0A_Fwd_93817","9210"
"65821","MH588544_0A_Fwd_92510","9210"
"65822","JX100814_0A_Rev_75509","9211"
"65823","JX100814_0A_Rev_85364","9212"
"65824","JX100814_0A_Rev_186988","9213"
"65825","JX100814_0A_Rev_40724","9214"
"65826","JX100814_0A_Rev_34334","9215"
"65827","JX100814_0A_Rev_192858","9216"
"65828","JX100814_0A_Rev_74552","9217"
"65829","JX100814_0A_Fwd_153208","9218"
"65830","JX100814_0A_Rev_28491","9219"
"65831","MH588544_0A_Rev_27452","9219"
"65832","JX100814_0A_Fwd_132509","9220"
"65833","JX100814_0A_Rev_86711","9221"
"65834","JX100814_0A_Rev_33421","9222"
"65835","MH588544_0A_Rev_32275","9222"
"65836","JX100814_0A_Fwd_153665","9223"
"65837","JX100814_0A_Rev_194941","9224"
"65838","JX100814_0A_Rev_196936","9225"
"65839","JX100814_0A_Fwd_220998","9226"
"65840","JX100814_0A_Fwd_7599","9226"
"65841","JX100814_0A_Fwd_104766","9227"
"65842","JX100814_0A_Fwd_93736","9228"
"65843","JX100814_0A_Rev_28329","9229"
"65844","JX100814_0A_Fwd_148085","9230"
"65845","JX100814_0A_Rev_67198","9231"
"65846","JX100814_0A_Fwd_93341","9232"
"65847","MH588544_0A_Fwd_92034","9232"
"65848","JX100814_0A_Rev_77453","9233"
"65849","JX100814_0A_Fwd_147885","9234"
"65850","JX100814_0A_Rev_55546","9235"
"65851","MH588544_0A_Rev_54383","9235"
"65852","JX100814_0A_Fwd_100646","9236"
"65853","JX100814_0A_Fwd_89000","9237"
"65854","JX100814_0A_Fwd_35010","9238"
"65855","JX100814_0A_Fwd_148484","9239"
"65856","JX100814_0A_Fwd_32782","9240"
"65857","MH588544_0A_Fwd_31636","9240"
"65858","JX100814_0A_Fwd_61433","9241"
"65859","JX100814_0A_Fwd_60383","9242"
"65860","MH588544_0A_Fwd_59218","9242"
"65861","JX100814_0A_Fwd_127143","9243"
"65862","JX100814_0A_Rev_41528","9244"
"65863","JX100814_0A_Fwd_74898","9245"
"65864","JX100814_0A_Fwd_70070","9246"
"65865","JX100814_0A_Fwd_48286","9247"
"65866","JX100814_0A_Fwd_31630","9248"
"65867","MH588544_0A_Fwd_30482","9248"
"65868","JX104231_0A_Fwd_37270","9249"
"65869","JX104231_0A_Rev_32330","9250"
"65870","JX104231_0A_Rev_56087","9251"
"65871","JX104231_0A_Fwd_33190","9252"
"65872","JX104231_0A_Fwd_36643","9253"
"65873","JX104231_0A_Rev_14307","9254"
"65874","JX104231_0A_Fwd_27449","9255"
"65875","JX104231_0A_Rev_27763","9256"
"65876","JX120799_0A_Rev_9716","9257"
"65877","JX123262_0A_Fwd_174451","9258"
"65878","JX123262_0A_Fwd_100463","9259"
"65879","JX123262_0A_Rev_8342","9260"
"65880","JX123262_0A_Rev_42505","9261"
"65881","JX123262_0A_Fwd_174402","9262"
"65882","JX123262_0A_Fwd_54479","9263"
"65883","JX123262_0A_Fwd_223422","9264"
"65884","MT713136_0A_Fwd_132694","9264"
"65885","JX123262_0A_Rev_126695","9265"
"65886","JX123262_0A_Rev_40662","9266"
"65887","MT713136_0A_Rev_74394","9266"
"65888","PQ066597_0A_Rev_11723","9266"
"65889","JX123262_0A_Fwd_133381","9267"
"65890","JX123262_0A_Rev_178587","9268"
"65891","MH791404_0A_Rev_178683","9268"
"65892","MN871441_0A_Rev_66484","9268"
"65893","MN871442_0A_Rev_162972","9268"
"65894","MT713136_0A_Rev_63406","9268"
"65895","PQ066597_0A_Rev_148641","9268"
"65896","JX123262_0A_Rev_72837","9269"
"65897","MH791404_0A_Rev_72929","9269"
"65898","MT713136_0A_Rev_190006","9269"
"65899","PQ066597_0A_Rev_42023","9269"
"65900","JX123262_0A_Rev_24469","9270"
"65901","MN871441_0A_Rev_144328","9270"
"65902","MN871442_0A_Rev_10635","9270"
"65903","JX123262_0A_Rev_225445","9271"
"65904","MN871442_0A_Rev_210267","9271"
"65905","JX123262_0A_Rev_102160","9272"
"65906","JX123262_0A_Rev_70453","9273"
"65907","JX123262_0A_Rev_69321","9274"
"65908","JX123262_0A_Rev_228797","9275"
"65909","MN871441_0A_Rev_118620","9275"
"65910","MN871442_0A_Rev_213622","9275"
"65911","MT713136_0A_Rev_150567","9275"
"65912","JX123262_0A_Rev_56560","9276"
"65913","MH791404_0A_Rev_56658","9276"
"65914","PQ066597_0A_Rev_26154","9276"
"65915","JX123262_0A_Rev_53699","9277"
"65916","JX123262_0A_Rev_223874","9278"
"65917","JX123262_0A_Rev_123768","9279"
"65918","JX123262_0A_Rev_71377","9280"
"65919","JX123262_0A_Fwd_53815","9281"
"65920","JX123262_0A_Rev_229419","9282"
"65921","JX123262_0A_Rev_222260","9283"
"65922","MH791404_0A_Rev_222369","9283"
"65923","MN871442_0A_Rev_206624","9283"
"65924","JX123262_0A_Fwd_48444","9284"
"65925","JX126918_0A_Rev_106211","9285"
"65926","KJ094029_0A_Rev_106209","9285"
"65927","KJ094030_0A_Rev_102914","9285"
"65928","KJ094031_0A_Rev_65029","9285"
"65929","KJ591604_0A_Rev_105489","9285"
"65930","MN128594_0A_Rev_97748","9285"
"65931","MT668623_0A_Rev_96281","9285"
"65932","MT668624_0A_Rev_97598","9285"
"65933","JX126918_0A_Rev_88894","9286"
"65934","KJ094029_0A_Rev_88892","9286"
"65935","MT668623_0A_Rev_78964","9286"
"65936","MT668624_0A_Rev_80281","9286"
"65937","JX126918_0A_Fwd_32964","9287"
"65938","KJ094029_0A_Fwd_32965","9287"
"65939","KJ094030_0A_Fwd_29630","9287"
"65940","KJ094031_0A_Fwd_127515","9287"
"65941","MN128594_0A_Fwd_24449","9287"
"65942","MT668624_0A_Fwd_24351","9287"
"65943","JX126919_0A_Rev_56249","9288"
"65944","JX126920_0A_Rev_50826","9288"
"65945","KJ094020_0A_Rev_10916","9288"
"65946","KJ094021_0A_Rev_18131","9288"
"65947","MH299806_0A_Rev_33403","9288"
"65948","MN114082_0A_Rev_28450","9288"
"65949","MN114083_0A_Rev_28449","9288"
"65950","MN128593_0A_Rev_28412","9288"
"65951","MN904502_0A_Rev_27912","9288"
"65952","JX126919_0A_Rev_56639","9289"
"65953","JX126920_0A_Rev_51216","9289"
"65954","JX442241_0A_Rev_35155","9289"
"65955","KJ094020_0A_Rev_11306","9289"
"65956","MH299806_0A_Rev_33793","9289"
"65957","MN114082_0A_Rev_28840","9289"
"65958","MN114083_0A_Rev_28839","9289"
"65959","MN128593_0A_Rev_28802","9289"
"65960","MN904502_0A_Rev_28302","9289"
"65961","JX128257_0A_Fwd_140621","9290"
"65962","KJ174317_0A_Fwd_9679","9290"
"65963","MG428992_0A_Fwd_88792","9290"
"65964","MG748547_0A_Fwd_22496","9290"
"65965","MH427377_0A_Fwd_53288","9290"
"65966","MH688040_0A_Fwd_85100","9290"
"65967","MH791405_0A_Fwd_50596","9290"
"65968","MN066127_0A_Fwd_85088","9290"
"65969","MN342150_0A_Fwd_52776","9290"
"65970","MN871502_0A_Fwd_52643","9290"
"65971","MT074476_0A_Fwd_61342","9290"
"65972","MT499896_0A_Fwd_115065","9290"
"65973","MW021753_0A_Fwd_85508","9290"
"65974","MW021757_0A_Fwd_139922","9290"
"65975","MZ156570_0A_Fwd_127787","9290"
"65976","OK322699_0A_Fwd_120534","9290"
"65977","OM688977_0A_Fwd_96069","9290"
"65978","ON169963_0A_Fwd_137441","9290"
"65979","ON809763_0A_Fwd_37316","9290"
"65980","OP423032_0A_Fwd_86126","9290"
"65981","PP047754_0A_Fwd_124415","9290"
"65982","PP588724_0A_Fwd_69441","9290"
"65983","JX128257_0A_Fwd_19561","9291"
"65984","KF669653_0A_Fwd_120467","9291"
"65985","KF669654_0A_Fwd_118762","9291"
"65986","MG428992_0A_Fwd_126233","9291"
"65987","MH427377_0A_Fwd_89312","9291"
"65988","MH688040_0A_Fwd_121031","9291"
"65989","MN066127_0A_Fwd_121017","9291"
"65990","MT074469_0A_Fwd_95039","9291"
"65991","MT499896_0A_Fwd_151416","9291"
"65992","MW021753_0A_Fwd_121907","9291"
"65993","MW021757_0A_Fwd_18828","9291"
"65994","OK322699_0A_Fwd_671","9291"
"65995","OP423032_0A_Fwd_122293","9291"
"65996","OR122688_0A_Fwd_90260","9291"
"65997","OR924452_0A_Fwd_19757","9291"
"65998","PP047754_0A_Fwd_3823","9291"
"65999","PP856726_0A_Fwd_88711","9291"
"66000","PP856729_0A_Fwd_143230","9291"
"66001","JX128257_0A_Fwd_20011","9292"
"66002","KF669653_0A_Fwd_120917","9292"
"66003","KF669654_0A_Fwd_119212","9292"
"66004","MG428992_0A_Fwd_126683","9292"
"66005","MH427377_0A_Fwd_89762","9292"
"66006","MH688040_0A_Fwd_121481","9292"
"66007","MN066127_0A_Fwd_121467","9292"
"66008","MT074469_0A_Fwd_95489","9292"
"66009","MT499896_0A_Fwd_151866","9292"
"66010","MW021753_0A_Fwd_122357","9292"
"66011","MW021757_0A_Fwd_19278","9292"
"66012","OK322699_0A_Fwd_1121","9292"
"66013","OP423032_0A_Fwd_122743","9292"
"66014","OR122688_0A_Fwd_90710","9292"
"66015","OR924452_0A_Fwd_20207","9292"
"66016","JX128257_0A_Fwd_112019","9293"
"66017","KF669653_0A_Fwd_56382","9293"
"66018","KF669654_0A_Fwd_54636","9293"
"66019","KJ174317_0A_Fwd_132418","9293"
"66020","KR296692_0A_Fwd_53306","9293"
"66021","LR811967_0A_Fwd_18268","9293"
"66022","LR811968_0A_Fwd_96043","9293"
"66023","MG748547_0A_Fwd_152287","9293"
"66024","MH427377_0A_Fwd_25192","9293"
"66025","MH523359_0A_Fwd_120692","9293"
"66026","MH688040_0A_Fwd_56480","9293"
"66027","MH791405_0A_Fwd_22645","9293"
"66028","MK972690_0A_Fwd_94467","9293"
"66029","MN066127_0A_Fwd_56468","9293"
"66030","MN342150_0A_Fwd_24570","9293"
"66031","MN871494_0A_Fwd_78209","9293"
"66032","MN871498_0A_Fwd_89849","9293"
"66033","MT074471_0A_Fwd_24183","9293"
"66034","MT074472_0A_Fwd_33169","9293"
"66035","MT074474_0A_Fwd_33659","9293"
"66036","MT074477_0A_Fwd_34222","9293"
"66037","MT074479_0A_Fwd_32487","9293"
"66038","MT074480_0A_Fwd_32510","9293"
"66039","MT499896_0A_Fwd_86816","9293"
"66040","MW021753_0A_Fwd_56827","9293"
"66041","MW021757_0A_Fwd_111100","9293"
"66042","MW021760_0A_Fwd_8721","9293"
"66043","MW355478_0A_Fwd_82799","9293"
"66044","OK322699_0A_Fwd_92438","9293"
"66045","ON169962_0A_Fwd_108892","9293"
"66046","ON169963_0A_Fwd_106493","9293"
"66047","ON809763_0A_Fwd_9066","9293"
"66048","ON809764_0A_Fwd_8366","9293"
"66049","OP423032_0A_Fwd_57437","9293"
"66050","OP828573_0A_Fwd_101492","9293"
"66051","OR122688_0A_Fwd_24442","9293"
"66052","OR449012_0A_Fwd_53719","9293"
"66053","OR710291_0A_Fwd_109746","9293"
"66054","OR885871_0A_Fwd_57847","9293"
"66055","OR924452_0A_Fwd_112512","9293"
"66056","PP047754_0A_Fwd_96172","9293"
"66057","PP856726_0A_Fwd_22977","9293"
