fasta_id	sequence_id	predicted_label	p_temperate	p_virulent
uvig_125255	11615	temperate	0.9290889279359326	0.07091107206406742
uvig_125256	11616	virulent	0.28224934134919616	0.7177506586508038
uvig_125257	11617	temperate	0.7537854658004098	0.2462145341995902
uvig_125264	11618	temperate	0.9059826874825234	0.09401731251747657
uvig_125266	11619	temperate	0.8346476562203359	0.1653523437796641
uvig_125267	11620	temperate	0.8766538346763384	0.12334616532366151
uvig_125269	11621	temperate	0.5173029687993645	0.4826970312006355
uvig_125271	11622	virulent	0.05658554734366017	0.9434144526563398
uvig_125272	11623	virulent	0.1988633959435518	0.8011366040564482
uvig_125275	11624	temperate	0.627954207496474	0.37204579250352593
uvig_125278	11625	virulent	0.17717407535811996	0.8228259246418801
uvig_125281	11626	virulent	0.21706144293664756	0.7829385570633525
uvig_125287	11627	virulent	0.08363885858510925	0.9163611414148908
uvig_125312	11628	temperate	0.5744570051007396	0.4255429948992604
uvig_125315	11629	temperate	0.7116225296393035	0.28837747036069644
uvig_125316	11630	virulent	0.4548847602755455	0.5451152397244545
uvig_125317	11631	temperate	0.602079007100217	0.39792099289978294
uvig_125320	11632	temperate	0.7900623919954018	0.20993760800459815
uvig_125321	11633	temperate	0.8199851875537103	0.18001481244628967
uvig_125323	11634	temperate	0.8614807986046132	0.13851920139538676
uvig_125325	11635	temperate	0.7179798501149628	0.28202014988503726
uvig_125326	11636	virulent	0.30526814700642096	0.694731852993579
uvig_125327	11637	temperate	0.7169512720414433	0.28304872795855684
uvig_125329	11638	temperate	0.689111252307639	0.310888747692361
uvig_125330	11639	virulent	0.36889222305887437	0.6311077769411256
uvig_125331	11640	temperate	0.579778914848017	0.420221085151983
uvig_125332	11641	temperate	0.5985802218459036	0.40141977815409635
uvig_125333	11642	temperate	0.7095334531634643	0.29046654683653567
uvig_125334	11643	temperate	0.5357352238170389	0.4642647761829612
uvig_125338	11644	temperate	0.8886862249046416	0.11131377509535846
uvig_125339	11645	temperate	0.784211086046657	0.215788913953343
uvig_125340	11646	temperate	0.6771512222698447	0.3228487777301553
uvig_125342	11647	temperate	0.7227786036733026	0.27722139632669746
uvig_125346	11648	temperate	0.8102281609322722	0.18977183906772782
uvig_125348	11649	temperate	0.8198586192742336	0.18014138072576633
uvig_125349	11650	temperate	0.7968445103047509	0.2031554896952491
uvig_125350	11651	temperate	0.7671659338995445	0.2328340661004556
uvig_125354	11652	temperate	0.7007518684196712	0.29924813158032876
uvig_125355	11653	temperate	0.726014803518755	0.27398519648124503
uvig_125356	11654	virulent	0.3373957001281714	0.6626042998718287
uvig_125357	11655	temperate	0.6559912025283827	0.3440087974716173
uvig_125358	11656	temperate	0.5738618561855938	0.4261381438144062
uvig_125361	11657	temperate	0.516323930657642	0.4836760693423579
uvig_125362	11658	temperate	0.7246835335518426	0.2753164664481575
uvig_125364	11659	temperate	0.7785793414483866	0.22142065855161341
uvig_125365	11660	temperate	0.7513714640224549	0.2486285359775451
uvig_125366	11661	temperate	0.8872617350781878	0.11273826492181217
uvig_125370	11662	temperate	0.7424270804589899	0.25757291954101014
uvig_125373	11663	temperate	0.7095549163747182	0.2904450836252818
uvig_125375	11664	temperate	0.8753518002511537	0.12464819974884626
uvig_125378	11665	temperate	0.8451471270866286	0.1548528729133713
uvig_125379	11666	virulent	0.37203724860814263	0.6279627513918574
uvig_125426	11667	temperate	0.6613275637885047	0.3386724362114954
uvig_125430	11668	temperate	0.6653098326362983	0.3346901673637017
uvig_125433	11669	temperate	0.8000091284516482	0.1999908715483518
uvig_125445	11670	temperate	0.784224547763034	0.2157754522369661
uvig_125447	11671	temperate	0.6444078627420484	0.3555921372579515
uvig_125448	11672	temperate	0.6396334463551612	0.3603665536448389
uvig_125450	11673	temperate	0.6670445595165636	0.3329554404834364
uvig_125455	11674	temperate	0.8879728386296626	0.11202716137033737
uvig_125456	11675	virulent	0.07023689447864982	0.9297631055213502
uvig_125457	11676	virulent	0.10213405510062817	0.8978659448993719
uvig_125458	11677	virulent	0.05292319963043903	0.9470768003695609
uvig_125459	11678	virulent	0.41470509144631323	0.5852949085536868
uvig_125466	11679	temperate	0.6217633517220796	0.3782366482779204
uvig_125468	11680	virulent	0.46747402911813296	0.532525970881867
uvig_125469	11681	virulent	0.35526137159345544	0.6447386284065446
uvig_125471	11682	temperate	0.6757706698524959	0.3242293301475042
uvig_125473	11683	temperate	0.6408590710855705	0.3591409289144294
uvig_125474	11684	virulent	0.39399374431525114	0.6060062556847489
uvig_125483	11685	virulent	0.27615245168753494	0.7238475483124651
uvig_125485	11686	virulent	0.1594482706533123	0.8405517293466878
uvig_125512	11687	virulent	0.2906318897268849	0.7093681102731152
uvig_125514	11688	temperate	0.6528901253057134	0.34710987469428656
uvig_125516	11689	virulent	0.03384813633850826	0.9661518636614917
uvig_125517	11690	temperate	0.8073309475668339	0.19266905243316607
uvig_125518	11691	temperate	0.9616500081380943	0.03834999186190578
uvig_125522	11692	temperate	0.8642379340484949	0.13576206595150506
uvig_125526	11693	temperate	0.924024103646225	0.07597589635377495
uvig_125529	11694	virulent	0.48262321796374696	0.517376782036253
uvig_125530	11695	virulent	0.4343399512697268	0.5656600487302732
uvig_125534	11696	temperate	0.7562050827896024	0.24379491721039764
uvig_125535	11697	temperate	0.6300406839274393	0.36995931607256066
uvig_125539	11698	temperate	0.5060059807233489	0.4939940192766511
uvig_125543	11699	temperate	0.7953485090948142	0.20465149090518578
uvig_125546	11700	temperate	0.6996244468504006	0.30037555314959946
uvig_125548	11701	virulent	0.3907288280563892	0.6092711719436108
uvig_125556	11702	virulent	0.23144890500626208	0.7685510949937379
uvig_125557	11703	virulent	0.38661644483965485	0.6133835551603452
uvig_125561	11704	temperate	0.6030385463163455	0.39696145368365454
uvig_125563	11705	temperate	0.7426058481124382	0.2573941518875617
uvig_125565	11706	temperate	0.8946237838202147	0.10537621617978536
uvig_125566	11707	virulent	0.4445917032305912	0.5554082967694087
uvig_125606	11708	temperate	0.6835570409303665	0.3164429590696336
uvig_125607	11709	temperate	0.6725856219052753	0.32741437809472473
uvig_125608	11710	temperate	0.7716924834061109	0.22830751659388915
uvig_125610	11711	temperate	0.8081962232235247	0.19180377677647528
uvig_125611	11712	temperate	0.9056926154182553	0.09430738458174467
uvig_125614	11713	temperate	0.8803701288665293	0.11962987113347072
uvig_125617	11714	temperate	0.8917797936860126	0.10822020631398735
uvig_125618	11715	temperate	0.7976188703291354	0.20238112967086466
uvig_125619	11716	temperate	0.541234007544331	0.45876599245566896
uvig_125622	11717	temperate	0.6507954124414035	0.3492045875585965
uvig_125632	11718	temperate	0.6778269464390922	0.32217305356090775
uvig_125633	11719	temperate	0.5703375208559465	0.4296624791440536
uvig_125636	11720	temperate	0.6327775666018345	0.3672224333981656
uvig_125637	11721	temperate	0.8567448085196218	0.1432551914803782
uvig_125638	11722	temperate	0.5358897918761005	0.46411020812389947
uvig_125640	11723	temperate	0.5559413439372635	0.44405865606273653
uvig_125641	11724	virulent	0.44546046492406377	0.5545395350759362
uvig_125644	11725	temperate	0.8373730122189711	0.16262698778102883
uvig_125646	11726	temperate	0.6475765320450844	0.3524234679549157
uvig_125647	11727	temperate	0.8230149483091351	0.17698505169086493
uvig_125648	11728	temperate	0.7743628856438044	0.2256371143561956
uvig_125653	11729	temperate	0.9766109467977805	0.02338905320221952
uvig_125659	11730	temperate	0.656888388987878	0.3431116110121219
uvig_125660	11731	temperate	0.7972963576933363	0.20270364230666366
uvig_125665	11732	temperate	0.7444037403332	0.25559625966680005
uvig_125666	11733	temperate	0.7837430325120855	0.21625696748791443
uvig_125668	11734	temperate	0.767701565725705	0.23229843427429506
uvig_125701	11735	virulent	0.25585222527050483	0.7441477747294952
uvig_125715	11736	virulent	0.41853563308937775	0.5814643669106223
uvig_125716	11737	temperate	0.6728846988222004	0.3271153011777995
uvig_125721	11738	temperate	0.6133219742069801	0.38667802579301996
uvig_125724	11739	virulent	0.09836047341983291	0.9016395265801671
uvig_125725	11740	temperate	0.7171081910607942	0.28289180893920585
uvig_125726	11741	virulent	0.2183152560353321	0.7816847439646679
uvig_125727	11742	temperate	0.8240475662335891	0.17595243376641084
uvig_125729	11743	virulent	0.2756466684814095	0.7243533315185905
uvig_125741	11744	temperate	0.7109954454863888	0.2890045545136112
uvig_125744	11745	temperate	0.673501681059324	0.3264983189406761
uvig_125745	11746	temperate	0.8258236042845623	0.17417639571543778
uvig_125746	11747	virulent	0.48860533460382927	0.5113946653961707
uvig_125747	11748	temperate	0.6084113574943824	0.3915886425056177
uvig_125752	11749	virulent	0.4827496030354533	0.5172503969645467
uvig_125754	11750	temperate	0.7789193845262109	0.22108061547378907
uvig_125755	11751	virulent	0.42470510567754605	0.575294894322454
uvig_125757	11752	temperate	0.719862855532335	0.280137144467665
uvig_125761	11753	temperate	0.5434549150910633	0.45654508490893675
uvig_125762	11754	temperate	0.7166175558819579	0.28338244411804214
uvig_125764	11755	virulent	0.3521226087459324	0.6478773912540676
uvig_125766	11756	temperate	0.7249269959419248	0.27507300405807533
uvig_125769	11757	virulent	0.4678850409757719	0.5321149590242281
uvig_125770	11758	temperate	0.6101035016383388	0.38989649836166107
uvig_125771	11759	temperate	0.7607220820243297	0.23927791797567036
uvig_125773	11760	temperate	0.7747339868588862	0.2252660131411138
uvig_125774	11761	temperate	0.8198961814055942	0.1801038185944058
uvig_125781	11762	temperate	0.5743943975455872	0.4256056024544128
uvig_125783	11763	virulent	0.3821188952327069	0.6178811047672931
uvig_125785	11764	temperate	0.588717018567092	0.411282981432908
uvig_125787	11765	temperate	0.7815998225648363	0.2184001774351636
uvig_125791	11766	temperate	0.7658858563675001	0.23411414363250002
uvig_125835	11767	temperate	0.9561977940504292	0.04380220594957091
uvig_125837	11768	temperate	0.7791259891252108	0.2208740108747892
uvig_125839	11769	virulent	0.48689322865206813	0.5131067713479318
uvig_125840	11770	virulent	0.4427710447327986	0.5572289552672014
uvig_125843	11771	temperate	0.5562339610412144	0.44376603895878575
uvig_125844	11772	temperate	0.9767838345192643	0.023216165480735653
uvig_125847	11773	temperate	0.9627972989977662	0.037202701002233676
uvig_125852	11774	virulent	0.1457358751149444	0.8542641248850557
uvig_125853	11775	virulent	0.30256199292459474	0.6974380070754053
uvig_125854	11776	virulent	0.29819250234959177	0.7018074976504083
uvig_125855	11777	virulent	0.2115081927022136	0.7884918072977865
uvig_125856	11778	temperate	0.6525126066247166	0.34748739337528345
uvig_125857	11779	virulent	0.2285172423620044	0.7714827576379956
uvig_125864	11780	temperate	0.7130670885499767	0.2869329114500233
uvig_125865	11781	temperate	0.5779573114627058	0.42204268853729426
uvig_125866	11782	temperate	0.6050413349918382	0.39495866500816174
uvig_125868	11783	virulent	0.3155297994083808	0.6844702005916192
uvig_125869	11784	virulent	0.3911631268366165	0.6088368731633834
uvig_125871	11785	virulent	0.3862659878069068	0.6137340121930932
uvig_125873	11786	virulent	0.32712293570867396	0.6728770642913261
uvig_125876	11787	virulent	0.4963094317579611	0.5036905682420388
uvig_125878	11788	temperate	0.8126577108478904	0.1873422891521096
uvig_125880	11789	temperate	0.7474472062201003	0.25255279377989964
uvig_125885	11790	temperate	0.9508615263944942	0.04913847360550582
uvig_125887	11791	virulent	0.3429758872611008	0.6570241127388993
uvig_125888	11792	temperate	0.5006485225403374	0.4993514774596624
uvig_125890	11793	temperate	0.9580230182678341	0.041976981732165845
uvig_125891	11794	virulent	0.23640405749857457	0.7635959425014254
uvig_125908	11795	temperate	0.5543749030590057	0.4456250969409943
uvig_125912	11796	virulent	0.4819993553392516	0.5180006446607484
uvig_125913	11797	temperate	0.5439598137447235	0.45604018625527654
uvig_125914	11798	temperate	0.5344738003534076	0.4655261996465923
uvig_125918	11799	temperate	0.716847560767197	0.283152439232803
uvig_125921	11800	virulent	0.020984728219120938	0.9790152717808791
uvig_125932	11801	temperate	0.8868532968456005	0.11314670315439947
uvig_125934	11802	virulent	0.47580869367831147	0.5241913063216885
uvig_125937	11803	virulent	0.46333088123179633	0.5366691187682038
uvig_125941	11804	temperate	0.8112023466481751	0.1887976533518248
uvig_125946	11805	temperate	0.6130100173364507	0.3869899826635493
uvig_125950	11806	temperate	0.7499314624284216	0.2500685375715785
uvig_125955	11807	virulent	0.1369928942065304	0.8630071057934696
uvig_125957	11808	temperate	0.5333041844452354	0.4666958155547646
uvig_125970	11809	temperate	0.5672985190058303	0.4327014809941697
uvig_125972	11810	temperate	0.6140158264817933	0.38598417351820663
uvig_125973	11811	virulent	0.14835156340356848	0.8516484365964315
uvig_125974	11812	virulent	0.39487593299932144	0.6051240670006787
uvig_125975	11813	temperate	0.6250323789461616	0.37496762105383846
uvig_125977	11814	virulent	0.3886695609398201	0.6113304390601799
uvig_125978	11815	temperate	0.6263835027592927	0.3736164972407073
uvig_125980	11816	temperate	0.5787291864557162	0.42127081354428375
uvig_125982	11817	virulent	0.1418759425084221	0.8581240574915778
uvig_125984	11818	virulent	0.07255521303209905	0.9274447869679009
uvig_125985	11819	virulent	0.13657400051626375	0.8634259994837362
uvig_125986	11820	virulent	0.12603736601157026	0.8739626339884297
uvig_125987	11821	virulent	0.357546114694544	0.642453885305456
uvig_125994	11822	temperate	0.7132346746444611	0.2867653253555389
uvig_125996	11823	virulent	0.3420640361076901	0.6579359638923098
uvig_125998	11824	temperate	0.6239754118859329	0.3760245881140671
uvig_125999	11825	temperate	0.6786047502306245	0.32139524976937545
uvig_126001	11826	temperate	0.928777247103551	0.07122275289644896
uvig_126003	11827	temperate	0.5226409074305082	0.4773590925694918
uvig_126004	11828	virulent	0.2810693026468194	0.7189306973531806
uvig_126005	11829	temperate	0.8029720072230804	0.1970279927769196
uvig_126006	11830	temperate	0.7887310435672514	0.2112689564327485
uvig_126008	11831	temperate	0.6157420293698097	0.38425797063019035
uvig_126009	11832	virulent	0.4692938070132983	0.5307061929867017
uvig_126013	11833	temperate	0.5597796098221122	0.4402203901778878
uvig_126016	11834	temperate	0.9873679858806539	0.012632014119346092
uvig_126034	11835	temperate	0.7772955211208732	0.22270447887912678
uvig_126039	11836	virulent	0.12698114622732135	0.8730188537726787
uvig_126041	11837	temperate	0.7173480179320011	0.2826519820679989
uvig_126042	11838	temperate	0.6096198815454097	0.3903801184545903
uvig_126046	11839	temperate	0.8200408394353631	0.1799591605646369
uvig_126047	11840	temperate	0.9391580645448826	0.06084193545511735
uvig_126048	11841	temperate	0.7921962846353235	0.20780371536467648
uvig_126055	11842	virulent	0.4221333597618844	0.5778666402381155
uvig_126056	11843	temperate	0.7579707897474162	0.24202921025258378
uvig_126057	11844	temperate	0.7000887838710584	0.2999112161289416
uvig_126059	11845	virulent	0.3832299549187113	0.6167700450812887
uvig_126060	11846	temperate	0.7165838976843426	0.28341610231565734
uvig_126074	11847	virulent	0.3974904184156971	0.6025095815843028
uvig_126078	11848	virulent	0.46735540081677995	0.53264459918322
uvig_126080	11849	temperate	0.8703638657278857	0.1296361342721144
uvig_126081	11850	temperate	0.7941392168373482	0.20586078316265174
uvig_126082	11851	temperate	0.8414676223501262	0.15853237764987382
uvig_126084	11852	temperate	0.6263797605404852	0.3736202394595148
uvig_126090	11853	temperate	0.5474888514572107	0.45251114854278923
uvig_126091	11854	temperate	0.8664025319318513	0.13359746806814876
uvig_126094	11855	temperate	0.9362252664310456	0.06377473356895437
uvig_126095	11856	temperate	0.7600516281107011	0.23994837188929885
uvig_126098	11857	temperate	0.7543120504435481	0.2456879495564519
uvig_126103	11858	temperate	0.6088092305478071	0.39119076945219294
uvig_126106	11859	temperate	0.9269300569889963	0.07306994301100365
uvig_126108	11860	temperate	0.8244466789579671	0.17555332104203297
uvig_126124	11861	temperate	0.8133019315952924	0.18669806840470748
uvig_126126	11862	temperate	0.7818429561806542	0.21815704381934578
uvig_126131	11863	temperate	0.8703100528154186	0.12968994718458135
uvig_126135	11864	virulent	0.01220726879375269	0.9877927312062473
uvig_126136	11865	virulent	0.3734659566014178	0.6265340433985821
uvig_126155	11866	temperate	0.72770986539133	0.27229013460867
uvig_126156	11867	virulent	0.4241938613908884	0.5758061386091116
uvig_126158	11868	virulent	0.1543599447886145	0.8456400552113854
uvig_126160	11869	temperate	0.8684549306279478	0.13154506937205224
uvig_126161	11870	temperate	0.8119264308968865	0.18807356910311346
uvig_126162	11871	temperate	0.5856779013096576	0.4143220986903424
uvig_126163	11872	temperate	0.9121879909708269	0.08781200902917306
uvig_126164	11873	virulent	0.3020550872344135	0.6979449127655865
uvig_126170	11874	temperate	0.8257140494813283	0.17428595051867174
uvig_126173	11875	temperate	0.7327611858973306	0.2672388141026694
uvig_126175	11876	temperate	0.8183439892326695	0.18165601076733057
uvig_126177	11877	temperate	0.5959544296241176	0.4040455703758824
uvig_126178	11878	temperate	0.9044046438841962	0.09559535611580378
uvig_126199	11879	temperate	0.6051030115753827	0.3948969884246173
uvig_126201	11880	temperate	0.8765377415459337	0.12346225845406639
uvig_126211	11881	temperate	0.5002421149911108	0.49975788500888924
uvig_126212	11882	virulent	0.2600764616341051	0.739923538365895
uvig_126214	11883	temperate	0.8367635582070467	0.16323644179295327
uvig_126215	11884	virulent	0.4400878589520463	0.5599121410479536
uvig_126216	11885	temperate	0.7847589356960172	0.21524106430398293
uvig_126223	11886	temperate	0.730827868789973	0.26917213121002703
uvig_126224	11887	virulent	0.4228182088555551	0.5771817911444449
uvig_126225	11888	temperate	0.8100727897638758	0.18992721023612427
uvig_126231	11889	virulent	0.09365102470127448	0.9063489752987255
uvig_126232	11890	virulent	0.14931874317136482	0.8506812568286353
uvig_126233	11891	virulent	0.0989180226876109	0.9010819773123891
uvig_126235	11892	temperate	0.717305415408233	0.2826945845917669
uvig_126236	11893	virulent	0.23788056174953146	0.7621194382504685
uvig_126238	11894	virulent	0.4668221311881168	0.5331778688118832
uvig_126241	11895	virulent	0.43166209161511343	0.5683379083848865
uvig_126254	11896	virulent	0.4869380234679655	0.5130619765320346
uvig_126255	11897	temperate	0.9280360393789024	0.07196396062109749
uvig_126256	11898	virulent	0.4526751666395424	0.5473248333604576
uvig_126258	11899	virulent	0.09170203001693769	0.9082979699830622
uvig_126264	11900	virulent	0.4380588426432281	0.561941157356772
uvig_126265	11901	virulent	0.3796910299397056	0.6203089700602944
uvig_126268	11902	virulent	0.13846472264632365	0.8615352773536764
uvig_126270	11903	temperate	0.7287844448733747	0.2712155551266253
uvig_126271	11904	temperate	0.6380669894763964	0.36193301052360366
uvig_126272	11905	temperate	0.548793313083687	0.45120668691631294
uvig_126274	11906	temperate	0.7387254549275772	0.26127454507242276
uvig_126275	11907	virulent	0.49794162971920153	0.5020583702807985
uvig_126276	11908	temperate	0.6006216738968612	0.3993783261031387
uvig_126277	11909	temperate	0.8454605170403263	0.15453948295967365
uvig_126285	11910	virulent	0.08722932695047764	0.9127706730495223
uvig_126286	11911	temperate	0.7197805911640676	0.28021940883593244
uvig_126287	11912	temperate	0.9554303398107259	0.04456966018927407
uvig_126288	11913	temperate	0.6281018172378705	0.3718981827621295
uvig_126289	11914	temperate	0.8370753475066113	0.16292465249338875
uvig_126311	11915	temperate	0.7852287405668822	0.21477125943311784
uvig_126314	11916	temperate	0.796751301124537	0.2032486988754631
uvig_126315	11917	virulent	0.42611382171101203	0.573886178288988
uvig_126323	11918	temperate	0.5537890813247118	0.4462109186752881
uvig_126325	11919	temperate	0.9691045210065594	0.030895478993440622
uvig_126328	11920	temperate	0.5172751336375089	0.4827248663624911
uvig_126330	11921	virulent	0.25007034324067107	0.7499296567593289
uvig_126335	11922	virulent	0.27837200822211383	0.7216279917778862
uvig_126349	11923	temperate	0.7853906877789533	0.2146093122210468
uvig_126351	11924	virulent	0.328616376241724	0.6713836237582761
uvig_126352	11925	virulent	0.31683867371832153	0.6831613262816785
uvig_126354	11926	virulent	0.4745719073067257	0.5254280926932743
uvig_126355	11927	temperate	0.5772659794747873	0.4227340205252127
uvig_126356	11928	temperate	0.8861444668014958	0.11385553319850415
uvig_126357	11929	virulent	0.4815203938835911	0.518479606116409
uvig_126358	11930	temperate	0.7745797887922578	0.2254202112077422
uvig_126359	11931	virulent	0.4387200287635154	0.5612799712364847
uvig_126360	11932	temperate	0.5019997476288867	0.49800025237111334
uvig_126361	11933	temperate	0.9516020216185405	0.048397978381459504
uvig_126364	11934	virulent	0.4121798521371348	0.5878201478628652
uvig_126365	11935	temperate	0.7215576470789891	0.27844235292101105
uvig_126366	11936	virulent	0.4324129262618864	0.5675870737381136
uvig_126367	11937	virulent	0.3541049353811774	0.6458950646188226
uvig_126369	11938	temperate	0.8742087852524622	0.12579121474753782
uvig_126391	11939	temperate	0.8072148959962814	0.1927851040037186
uvig_126402	11940	virulent	0.42641304563007915	0.5735869543699209
uvig_126403	11941	temperate	0.7884987070349838	0.21150129296501613
uvig_126404	11942	temperate	0.7370228656878247	0.26297713431217523
uvig_126405	11943	temperate	0.968520960534716	0.03147903946528393
uvig_126407	11944	temperate	0.744766935781059	0.255233064218941
uvig_126409	11945	temperate	0.7042585055768323	0.29574149442316766
uvig_126410	11946	temperate	0.8914210158561423	0.10857898414385767
uvig_126411	11947	virulent	0.32674102198925004	0.67325897801075
uvig_126414	11948	virulent	0.0612629676825258	0.9387370323174742
uvig_126415	11949	virulent	0.1385485210741319	0.861451478925868
uvig_126416	11950	virulent	0.4553745338647008	0.5446254661352992
uvig_126417	11951	virulent	0.11755002117813527	0.8824499788218648
uvig_126421	11952	temperate	0.7806562083584933	0.2193437916415067
uvig_126424	11953	virulent	0.1297174995910349	0.870282500408965
uvig_126426	11954	temperate	0.6973187817929315	0.30268121820706856
uvig_126428	11955	temperate	0.913299001425322	0.08670099857467793
uvig_126431	11956	virulent	0.06210238836686155	0.9378976116331385
uvig_126433	11957	virulent	0.18230283303488035	0.8176971669651196
uvig_126435	11958	temperate	0.5864298280115018	0.41357017198849827
uvig_126440	11959	temperate	0.5376872035321447	0.4623127964678553
uvig_126463	11960	temperate	0.5020357460414784	0.49796425395852156
uvig_126465	11961	temperate	0.6318636868694141	0.36813631313058587
uvig_126467	11962	virulent	0.439897269663598	0.560102730336402
uvig_126469	11963	virulent	0.3960733616819854	0.6039266383180145
uvig_126470	11964	temperate	0.6822631670592159	0.31773683294078425
uvig_126471	11965	temperate	0.7193676826871775	0.28063231731282245
uvig_126472	11966	virulent	0.3452235968335719	0.6547764031664282
uvig_126473	11967	temperate	0.8606553836004948	0.1393446163995052
uvig_126474	11968	temperate	0.6205428209476027	0.37945717905239734
uvig_126475	11969	temperate	0.7556752903935607	0.24432470960643932
uvig_126477	11970	virulent	0.4284607606190251	0.5715392393809748
uvig_126478	11971	temperate	0.8797056742963103	0.12029432570368967
uvig_126481	11972	virulent	0.42746434222377316	0.5725356577762268
uvig_126484	11973	temperate	0.8020985750944286	0.1979014249055714
uvig_126486	11974	virulent	0.292718324152055	0.707281675847945
uvig_126488	11975	temperate	0.9819218382254411	0.018078161774558905
uvig_126489	11976	virulent	0.10567742831136993	0.89432257168863
uvig_126490	11977	temperate	0.7760733287637259	0.22392667123627408
uvig_126493	11978	virulent	0.14553255414316565	0.8544674458568343
uvig_126495	11979	temperate	0.9040438264000518	0.09595617359994825
uvig_126496	11980	temperate	0.5621317275113674	0.43786827248863264
uvig_126507	11981	temperate	0.8838251017166592	0.11617489828334085
uvig_126508	11982	virulent	0.39447980004422967	0.6055201999557703
uvig_126512	11983	virulent	0.3761407987892079	0.6238592012107921
uvig_126513	11984	temperate	0.9412540896686951	0.05874591033130501
uvig_126514	11985	temperate	0.9377294645785134	0.06227053542148676
uvig_126516	11986	temperate	0.7060083878334457	0.2939916121665544
uvig_126517	11987	temperate	0.7941603747414769	0.20583962525852312
uvig_126542	11988	temperate	0.5797789539143134	0.4202210460856866
uvig_126546	11989	temperate	0.6360594519613568	0.3639405480386433
uvig_126553	11990	virulent	0.3329706558193782	0.6670293441806219
uvig_126554	11991	temperate	0.733815065706767	0.266184934293233
uvig_126558	11992	virulent	0.1580453363613927	0.8419546636386073
uvig_126563	11993	temperate	0.686489710990998	0.313510289009002
uvig_126564	11994	temperate	0.7675702076807637	0.2324297923192363
uvig_126567	11995	temperate	0.6009537561193509	0.39904624388064913
uvig_126568	11996	temperate	0.608154159877525	0.3918458401224751
uvig_126570	11997	temperate	0.8219865675248329	0.17801343247516707
uvig_126571	11998	temperate	0.6435191120305073	0.35648088796949273
uvig_126573	11999	temperate	0.8474288828810328	0.1525711171189672
uvig_126575	12000	temperate	0.9314329367742733	0.06856706322572668
uvig_126578	12001	temperate	0.851853579751044	0.14814642024895602
uvig_126580	12002	temperate	0.7084447797520597	0.2915552202479403
uvig_126596	12003	temperate	0.6209315976955592	0.37906840230444083
uvig_126599	12004	temperate	0.5814252141079483	0.41857478589205166
uvig_126600	12005	temperate	0.8456907268648507	0.1543092731351492
uvig_126604	12006	temperate	0.8040455165034627	0.19595448349653724
uvig_126611	12007	temperate	0.8520924013832804	0.14790759861671965
uvig_126613	12008	temperate	0.5825586121673216	0.41744138783267837
uvig_126614	12009	virulent	0.40150327736183	0.59849672263817
uvig_126618	12010	virulent	0.005098881810487773	0.9949011181895122
uvig_126620	12011	temperate	0.565530265458114	0.434469734541886
uvig_126632	12012	virulent	0.4060700399765958	0.5939299600234041
uvig_126634	12013	virulent	0.389775175339912	0.610224824660088
uvig_126639	12014	temperate	0.5517828754151882	0.4482171245848117
uvig_126642	12015	temperate	0.6601972215312232	0.3398027784687769
uvig_126643	12016	virulent	0.4937234618538567	0.5062765381461433
uvig_126645	12017	virulent	0.2473835427692823	0.7526164572307177
uvig_126646	12018	temperate	0.609852529399041	0.39014747060095906
uvig_126647	12019	temperate	0.7484562843142599	0.25154371568573997
uvig_126651	12020	temperate	0.7654589474060527	0.23454105259394728
uvig_126652	12021	virulent	0.058596297781158706	0.9414037022188413
uvig_126655	12022	temperate	0.6375147413810577	0.3624852586189423
uvig_126656	12023	temperate	0.7961222883379017	0.20387771166209837
uvig_126657	12024	temperate	0.6149727292776138	0.38502727072238613
uvig_126659	12025	temperate	0.8308956389875456	0.1691043610124544
uvig_126671	12026	temperate	0.7030078278876551	0.2969921721123449
uvig_126673	12027	temperate	0.8192071277427522	0.1807928722572478
uvig_126682	12028	temperate	0.6854737008771196	0.3145262991228804
uvig_126684	12029	virulent	0.3414280510953835	0.6585719489046166
uvig_126687	12030	temperate	0.9351018032249203	0.06489819677507967
uvig_126689	12031	virulent	0.2736131456935511	0.7263868543064489
uvig_126690	12032	virulent	0.3686611005686449	0.6313388994313551
uvig_126691	12033	virulent	0.2353808780598651	0.7646191219401349
uvig_126692	12034	virulent	0.1220856411734859	0.8779143588265141
uvig_126693	12035	virulent	0.19801701744952782	0.8019829825504722
uvig_126695	12036	temperate	0.6579224518265979	0.3420775481734021
uvig_126696	12037	virulent	0.24179900314486097	0.758200996855139
uvig_126697	12038	virulent	0.0031580438307263134	0.9968419561692737
uvig_126705	12039	temperate	0.7032424045039234	0.2967575954960766
uvig_126710	12040	virulent	0.24878423744256867	0.7512157625574314
uvig_126711	12041	virulent	0.37115417886066576	0.6288458211393343
uvig_126714	12042	virulent	0.2851345490185773	0.7148654509814227
uvig_126715	12043	virulent	0.2680803304193769	0.731919669580623
uvig_126716	12044	temperate	0.6505918397267614	0.3494081602732387
uvig_126746	12045	temperate	0.7872323743084544	0.2127676256915456
uvig_126747	12046	temperate	0.5151564588141192	0.4848435411858809
uvig_126748	12047	temperate	0.5461969067684972	0.45380309323150275
uvig_126752	12048	virulent	0.3413358173874731	0.6586641826125269
uvig_126754	12049	temperate	0.534053419042038	0.46594658095796204
uvig_126755	12050	temperate	0.7223790853866471	0.277620914613353
uvig_126756	12051	temperate	0.6420562439970833	0.3579437560029167
uvig_126757	12052	temperate	0.6227781628699665	0.3772218371300335
